Id,Nombre,Apellidos,Edad,SalarioMensual,RetencionFuente,Cargo
234237,Mauricio,Gomez,33,14896749,0.1,Desarrollador Junior
467127,Juan,Gutierrez,49,45589873,0.1,Arquitecto
54989,Manuela,Gomez,50,32940122,0.1,Desarrollador Senior
278088,Kelly,Gutierrez,41,14300204,0.1,Desarrollador Senior
348391,Raul,Urrego,53,23638912,0.1,Arquitecto
475549,Juan,Gomez,48,21280135,0.1,Arquitecto
393349,Mauricio,Montoya,42,45653972,0.1,Desarrollador Junior
263957,Ana,Urrego,46,16492088,0.1,Desarrollador Senior
264604,Pablo,Gomez,42,26698611,0.1,Desarrollador Junior
97294,Ana,Urrego,34,17553053,0.1,Desarrollador Junior
167001,Manuela,Gutierrez,39,12187112,0.1,Desarrollador Junior
491462,Veronica,Peralta,31,45698225,0.1,Arquitecto
393066,Veronica,Peralta,51,24667219,0.1,Desarrollador Senior
13601,Ana,Peralta,35,27087414,0.1,Desarrollador Senior
229936,Juan,Gutierrez,57,15505301,0.1,Desarrollador Senior
413611,Mauricio,Urrego,34,13608724,0.1,Desarrollador Senior
63838,Kelly,Urrego,34,21140215,0.1,Desarrollador Senior
331225,Raul,Peralta,46,33231940,0.1,Desarrollador Junior
305904,Juan,Gonzalez,46,42164405,0.1,Arquitecto
473524,Andres,Gonzalez,52,34464990,0.1,Arquitecto
348693,Kelly,Montoya,42,31821936,0.1,Arquitecto
379290,Kelly,Gonzalez,50,20494553,0.1,Arquitecto
246709,Manuela,Peralta,44,26883598,0.1,Desarrollador Senior
55481,Isabel,Urrego,41,40407265,0.1,Desarrollador Senior
174936,Raul,Montoya,26,34440463,0.1,Arquitecto
195905,Ana,Gomez,53,33392868,0.1,Desarrollador Junior
24877,Kelly,Gomez,22,13301593,0.1,Desarrollador Junior
444443,Kelly,Gomez,59,37801497,0.1,Arquitecto
351846,Ana,Urrego,31,34114494,0.1,Desarrollador Junior
398359,Ana,Urrego,44,46520989,0.1,Desarrollador Senior
379386,Ana,Perez,50,41509529,0.1,Arquitecto
420314,Raul,Gomez,59,34061874,0.1,Arquitecto
436373,Veronica,Urrego,43,5878028,0.1,Arquitecto
12285,Isabel,Gomez,31,40528663,0.1,Desarrollador Junior
475722,Andres,Perez,45,32909690,0.1,Desarrollador Senior
180997,Raul,Gutierrez,59,35323537,0.1,Desarrollador Senior
60058,Andres,Peralta,27,25410346,0.1,Desarrollador Senior
134411,Isabel,Gonzalez,27,9475414,0.1,Desarrollador Senior
333347,Mauricio,Urrego,39,44086104,0.1,Arquitecto
208176,Kelly,Gonzalez,34,28853426,0.1,Arquitecto
493325,Mauricio,Perez,30,35652584,0.1,Desarrollador Senior
210544,Raul,Gutierrez,23,41645407,0.1,Desarrollador Junior
396623,Ana,Gonzalez,39,48711489,0.1,Desarrollador Junior
407992,Juan,Urrego,54,43304732,0.1,Desarrollador Junior
238440,Andres,Montoya,41,33619836,0.1,Desarrollador Junior
94634,Kelly,Gonzalez,38,36860078,0.1,Arquitecto
320599,Juan,Perez,58,28837879,0.1,Desarrollador Senior
446912,Isabel,Montoya,28,11090024,0.1,Desarrollador Senior
278523,Juan,Montoya,47,39511636,0.1,Desarrollador Junior
338940,Kelly,Gomez,41,27145640,0.1,Desarrollador Junior
423634,Pablo,Perez,33,49327884,0.1,Desarrollador Junior
114171,Raul,Urrego,40,20835229,0.1,Desarrollador Senior
361307,Veronica,Gutierrez,38,43998602,0.1,Desarrollador Junior
412513,Raul,Gomez,50,4411917,0.1,Desarrollador Junior
475072,Raul,Gutierrez,54,24730671,0.1,Arquitecto
134739,Ana,Montoya,32,13968365,0.1,Arquitecto
402951,Manuela,Peralta,34,15169053,0.1,Desarrollador Junior
387927,Juan,Perez,55,10008660,0.1,Desarrollador Junior
184267,Juan,Gutierrez,28,44994184,0.1,Desarrollador Senior
91188,Pablo,Urrego,40,28373708,0.1,Desarrollador Senior
363379,Kelly,Gomez,46,3542850,0.1,Desarrollador Junior
295798,Andres,Urrego,54,23345103,0.1,Desarrollador Junior
395457,Juan,Gutierrez,22,49953645,0.1,Arquitecto
434840,Pablo,Gutierrez,44,2406441,0.1,Desarrollador Senior
58662,Kelly,Montoya,23,9075444,0.1,Desarrollador Junior
455124,Raul,Urrego,27,35007342,0.1,Desarrollador Senior
322684,Raul,Perez,42,3180307,0.1,Desarrollador Junior
477305,Kelly,Montoya,53,24172372,0.1,Desarrollador Junior
376336,Andres,Peralta,42,43177052,0.1,Arquitecto
127453,Manuela,Montoya,25,23648427,0.1,Desarrollador Senior
259073,Pablo,Peralta,25,7278031,0.1,Desarrollador Senior
123058,Mauricio,Gutierrez,28,15950929,0.1,Desarrollador Junior
138359,Kelly,Gutierrez,57,29205476,0.1,Desarrollador Junior
340319,Isabel,Urrego,49,23704720,0.1,Desarrollador Junior
327236,Mauricio,Montoya,36,38968654,0.1,Desarrollador Senior
475817,Manuela,Gutierrez,27,46566705,0.1,Arquitecto
452409,Raul,Gomez,57,15832648,0.1,Arquitecto
424842,Raul,Montoya,34,29688148,0.1,Arquitecto
93168,Isabel,Peralta,42,27148520,0.1,Desarrollador Senior
335363,Ana,Urrego,51,8157487,0.1,Desarrollador Senior
169192,Ana,Gomez,25,4700407,0.1,Desarrollador Senior
259016,Isabel,Gutierrez,37,4802362,0.1,Arquitecto
227462,Andres,Peralta,55,40911070,0.1,Desarrollador Junior
251262,Juan,Gomez,57,45957512,0.1,Arquitecto
39571,Juan,Montoya,48,21395689,0.1,Desarrollador Senior
208641,Kelly,Peralta,38,22097044,0.1,Desarrollador Junior
212091,Ana,Gomez,46,21701242,0.1,Desarrollador Senior
265582,Kelly,Peralta,28,15646394,0.1,Desarrollador Senior
351560,Veronica,Peralta,28,43985400,0.1,Desarrollador Senior
229917,Andres,Montoya,46,2178255,0.1,Desarrollador Senior
492921,Kelly,Montoya,36,4850342,0.1,Desarrollador Junior
358596,Andres,Peralta,51,48497532,0.1,Arquitecto
263465,Mauricio,Urrego,22,7902076,0.1,Desarrollador Junior
185299,Veronica,Gutierrez,60,44196016,0.1,Desarrollador Senior
107061,Mauricio,Montoya,58,47009461,0.1,Desarrollador Junior
246377,Raul,Urrego,58,40719602,0.1,Arquitecto
427208,Veronica,Montoya,53,48007749,0.1,Arquitecto
400916,Kelly,Gomez,49,11247105,0.1,Desarrollador Senior
141822,Kelly,Peralta,58,6054984,0.1,Arquitecto
25780,Veronica,Urrego,34,42611636,0.1,Desarrollador Senior
300256,Manuela,Gutierrez,54,13581658,0.1,Desarrollador Senior
410939,Juan,Montoya,60,2499085,0.1,Desarrollador Junior
26211,Andres,Montoya,30,37816896,0.1,Arquitecto
386090,Juan,Urrego,31,19915446,0.1,Arquitecto
432668,Veronica,Gonzalez,48,4895700,0.1,Desarrollador Junior
279061,Raul,Gutierrez,28,38639187,0.1,Desarrollador Senior
73407,Mauricio,Gonzalez,28,48983767,0.1,Arquitecto
100506,Andres,Gutierrez,47,17072031,0.1,Desarrollador Senior
187703,Andres,Gutierrez,42,19598948,0.1,Arquitecto
167950,Andres,Perez,34,22418308,0.1,Arquitecto
241019,Juan,Montoya,35,2614915,0.1,Desarrollador Junior
290119,Juan,Montoya,54,24116427,0.1,Desarrollador Junior
161807,Isabel,Urrego,32,28160408,0.1,Desarrollador Junior
4871,Ana,Perez,29,6598066,0.1,Arquitecto
176251,Veronica,Perez,24,39212008,0.1,Arquitecto
170650,Isabel,Gonzalez,25,19164563,0.1,Arquitecto
151546,Raul,Urrego,24,18558759,0.1,Desarrollador Junior
409415,Ana,Gutierrez,40,12601736,0.1,Desarrollador Senior
459938,Raul,Perez,24,21843311,0.1,Desarrollador Senior
344142,Raul,Perez,40,40373323,0.1,Desarrollador Junior
151919,Mauricio,Peralta,47,47973438,0.1,Desarrollador Senior
462246,Pablo,Gomez,24,24968856,0.1,Desarrollador Junior
289918,Juan,Urrego,23,3743747,0.1,Arquitecto
175378,Manuela,Gonzalez,30,37380113,0.1,Arquitecto
214750,Kelly,Gutierrez,30,33860350,0.1,Arquitecto
107441,Ana,Urrego,44,30882536,0.1,Desarrollador Junior
247313,Manuela,Gonzalez,35,26541911,0.1,Arquitecto
320965,Juan,Montoya,26,44489391,0.1,Desarrollador Junior
217777,Ana,Gonzalez,35,15012515,0.1,Desarrollador Senior
84265,Isabel,Perez,49,33263848,0.1,Arquitecto
425618,Kelly,Gutierrez,24,26264210,0.1,Desarrollador Senior
320125,Kelly,Gomez,54,49484116,0.1,Arquitecto
184476,Isabel,Gutierrez,23,43926294,0.1,Desarrollador Senior
399805,Juan,Montoya,42,25647515,0.1,Arquitecto
97714,Mauricio,Peralta,46,15440887,0.1,Arquitecto
478541,Raul,Montoya,25,44054494,0.1,Desarrollador Junior
480253,Veronica,Montoya,50,32425119,0.1,Desarrollador Junior
166768,Andres,Gonzalez,23,18509116,0.1,Desarrollador Junior
19922,Isabel,Urrego,42,14567231,0.1,Desarrollador Senior
52144,Manuela,Perez,47,38606810,0.1,Desarrollador Junior
222495,Juan,Urrego,41,41164118,0.1,Desarrollador Junior
410363,Kelly,Montoya,59,23112724,0.1,Arquitecto
388559,Mauricio,Montoya,27,13076789,0.1,Arquitecto
408163,Juan,Perez,56,20202119,0.1,Desarrollador Senior
290684,Mauricio,Urrego,22,3018163,0.1,Desarrollador Senior
166368,Manuela,Gonzalez,29,27527301,0.1,Arquitecto
123846,Pablo,Urrego,25,2638336,0.1,Arquitecto
271168,Juan,Gutierrez,44,25625661,0.1,Arquitecto
355508,Kelly,Peralta,30,6314964,0.1,Desarrollador Junior
483975,Mauricio,Gutierrez,54,46598589,0.1,Desarrollador Junior
469322,Kelly,Montoya,38,47719542,0.1,Desarrollador Senior
45761,Ana,Montoya,51,44995130,0.1,Desarrollador Senior
293803,Manuela,Gutierrez,33,24243658,0.1,Desarrollador Junior
356753,Ana,Peralta,23,43438978,0.1,Arquitecto
387985,Ana,Montoya,31,6958452,0.1,Desarrollador Junior
416266,Raul,Gomez,39,8328514,0.1,Arquitecto
456682,Veronica,Perez,57,47650257,0.1,Arquitecto
362593,Isabel,Perez,24,19107595,0.1,Arquitecto
160794,Andres,Gonzalez,27,19923810,0.1,Desarrollador Junior
454652,Pablo,Gonzalez,30,5918040,0.1,Desarrollador Junior
299092,Raul,Montoya,36,31092074,0.1,Desarrollador Senior
357722,Pablo,Perez,46,20882718,0.1,Desarrollador Junior
389326,Manuela,Gonzalez,35,25327354,0.1,Desarrollador Senior
263217,Isabel,Urrego,28,43080318,0.1,Desarrollador Junior
388924,Juan,Montoya,55,39640978,0.1,Desarrollador Senior
96371,Juan,Urrego,36,25671986,0.1,Desarrollador Junior
100697,Veronica,Peralta,47,44622106,0.1,Desarrollador Senior
167129,Isabel,Montoya,55,25193924,0.1,Desarrollador Junior
102465,Andres,Urrego,38,37296651,0.1,Arquitecto
213124,Manuela,Perez,36,2662396,0.1,Desarrollador Junior
253669,Isabel,Gonzalez,31,28940243,0.1,Arquitecto
392643,Ana,Gonzalez,23,34695826,0.1,Desarrollador Junior
44096,Isabel,Urrego,45,17863553,0.1,Desarrollador Junior
141125,Juan,Gutierrez,52,12818008,0.1,Desarrollador Junior
374684,Manuela,Gutierrez,29,45494436,0.1,Desarrollador Junior
22253,Raul,Perez,34,48175661,0.1,Arquitecto
266220,Raul,Gutierrez,39,41117605,0.1,Arquitecto
427072,Veronica,Montoya,23,12661569,0.1,Desarrollador Senior
275732,Pablo,Peralta,48,30818615,0.1,Desarrollador Junior
484593,Veronica,Perez,34,9827057,0.1,Desarrollador Junior
111217,Manuela,Gomez,59,20801626,0.1,Arquitecto
434274,Pablo,Peralta,58,21218599,0.1,Arquitecto
361229,Raul,Perez,35,17400164,0.1,Desarrollador Junior
187148,Kelly,Perez,27,31951644,0.1,Arquitecto
256184,Raul,Montoya,31,45085708,0.1,Arquitecto
402373,Andres,Urrego,45,12754638,0.1,Desarrollador Senior
209603,Kelly,Gomez,38,17504101,0.1,Desarrollador Junior
432447,Veronica,Gutierrez,55,11068573,0.1,Desarrollador Senior
300311,Raul,Peralta,23,35346429,0.1,Arquitecto
428265,Veronica,Montoya,52,11560988,0.1,Desarrollador Junior
263756,Isabel,Perez,42,29332435,0.1,Desarrollador Senior
87035,Manuela,Montoya,41,4133613,0.1,Desarrollador Senior
25512,Juan,Gutierrez,36,33012946,0.1,Arquitecto
181892,Raul,Montoya,52,15360459,0.1,Arquitecto
374447,Manuela,Montoya,55,24486361,0.1,Desarrollador Senior
438499,Manuela,Gonzalez,55,10635232,0.1,Desarrollador Senior
37273,Manuela,Peralta,45,28518825,0.1,Arquitecto
465293,Andres,Gonzalez,43,23437387,0.1,Desarrollador Senior
124908,Andres,Peralta,43,42311669,0.1,Desarrollador Junior
143484,Isabel,Urrego,30,17432981,0.1,Desarrollador Senior
432010,Isabel,Gonzalez,35,3820700,0.1,Desarrollador Senior
217759,Veronica,Gomez,27,23694761,0.1,Arquitecto
213715,Raul,Montoya,27,9450417,0.1,Desarrollador Junior
48445,Ana,Gomez,49,33651933,0.1,Desarrollador Junior
156101,Kelly,Gutierrez,29,22304042,0.1,Desarrollador Senior
199897,Ana,Urrego,36,16001357,0.1,Desarrollador Junior
27524,Raul,Montoya,29,41778636,0.1,Desarrollador Senior
253051,Pablo,Gonzalez,28,37606670,0.1,Arquitecto
173180,Andres,Peralta,22,18941165,0.1,Desarrollador Senior
380038,Manuela,Urrego,36,39678577,0.1,Desarrollador Senior
180513,Veronica,Perez,30,7896336,0.1,Arquitecto
445642,Raul,Urrego,33,3005623,0.1,Desarrollador Junior
40617,Veronica,Perez,57,47243369,0.1,Desarrollador Senior
265511,Pablo,Gomez,32,7870802,0.1,Arquitecto
356408,Raul,Gutierrez,50,28363075,0.1,Desarrollador Senior
146198,Mauricio,Gomez,41,15773712,0.1,Desarrollador Senior
213025,Pablo,Montoya,49,44654854,0.1,Desarrollador Senior
242220,Andres,Peralta,26,20003631,0.1,Arquitecto
326005,Ana,Urrego,33,12317934,0.1,Desarrollador Junior
86459,Mauricio,Montoya,56,43859652,0.1,Desarrollador Senior
404206,Manuela,Montoya,24,21188624,0.1,Desarrollador Junior
262177,Andres,Gonzalez,47,47463457,0.1,Arquitecto
279289,Kelly,Montoya,48,20097769,0.1,Desarrollador Junior
340171,Juan,Peralta,26,5649768,0.1,Arquitecto
177436,Andres,Peralta,55,49473403,0.1,Desarrollador Junior
164461,Isabel,Gomez,34,3667221,0.1,Desarrollador Junior
123823,Isabel,Perez,36,27339546,0.1,Desarrollador Junior
496006,Pablo,Montoya,51,25083551,0.1,Arquitecto
101591,Ana,Peralta,31,45891202,0.1,Arquitecto
51314,Kelly,Perez,22,23671934,0.1,Desarrollador Junior
383869,Andres,Gonzalez,33,49320910,0.1,Desarrollador Junior
375681,Kelly,Gonzalez,52,21111744,0.1,Arquitecto
77878,Juan,Montoya,22,21471522,0.1,Desarrollador Junior
299356,Pablo,Gutierrez,46,32277041,0.1,Desarrollador Junior
281486,Ana,Gonzalez,44,15892841,0.1,Desarrollador Senior
288580,Pablo,Gomez,38,3362923,0.1,Desarrollador Junior
283976,Ana,Montoya,39,2788646,0.1,Desarrollador Junior
281983,Andres,Gutierrez,51,29994606,0.1,Desarrollador Senior
481653,Manuela,Montoya,44,23100331,0.1,Desarrollador Junior
70008,Raul,Gonzalez,38,42137650,0.1,Desarrollador Senior
2425,Mauricio,Gomez,23,2228901,0.1,Arquitecto
41367,Veronica,Gonzalez,23,22942125,0.1,Arquitecto
304159,Kelly,Peralta,33,30104323,0.1,Arquitecto
178435,Isabel,Gonzalez,50,42560779,0.1,Arquitecto
11140,Isabel,Montoya,46,32957422,0.1,Desarrollador Senior
195051,Andres,Perez,58,39445065,0.1,Desarrollador Senior
482627,Juan,Perez,46,17610236,0.1,Arquitecto
372302,Veronica,Montoya,40,14227769,0.1,Arquitecto
277797,Pablo,Perez,39,16596789,0.1,Desarrollador Junior
39708,Juan,Peralta,22,15309911,0.1,Desarrollador Junior
280320,Juan,Urrego,35,6998686,0.1,Desarrollador Junior
208911,Manuela,Montoya,46,2851728,0.1,Arquitecto
46674,Pablo,Gutierrez,43,49156862,0.1,Desarrollador Senior
375165,Pablo,Gutierrez,55,17995888,0.1,Desarrollador Senior
248901,Manuela,Montoya,37,13280697,0.1,Desarrollador Junior
205865,Juan,Gutierrez,41,26681583,0.1,Desarrollador Senior
258037,Mauricio,Gutierrez,50,2997296,0.1,Desarrollador Junior
44235,Ana,Gonzalez,46,35687785,0.1,Desarrollador Junior
339812,Juan,Urrego,58,14822694,0.1,Arquitecto
76481,Andres,Montoya,31,22216398,0.1,Desarrollador Senior
157945,Kelly,Perez,32,33911051,0.1,Desarrollador Junior
6598,Pablo,Gutierrez,41,30676504,0.1,Desarrollador Junior
226258,Raul,Perez,25,44618820,0.1,Desarrollador Junior
184359,Juan,Perez,58,18885721,0.1,Arquitecto
100839,Manuela,Perez,27,48565422,0.1,Arquitecto
52191,Kelly,Urrego,32,23453211,0.1,Desarrollador Junior
374258,Juan,Gutierrez,37,34542588,0.1,Desarrollador Junior
111693,Kelly,Gomez,43,5236141,0.1,Desarrollador Senior
426199,Raul,Peralta,24,38518333,0.1,Desarrollador Junior
352216,Andres,Urrego,22,43112243,0.1,Arquitecto
484824,Manuela,Peralta,34,43414996,0.1,Desarrollador Senior
249482,Ana,Gomez,55,48187289,0.1,Desarrollador Junior
132532,Mauricio,Urrego,25,5471862,0.1,Desarrollador Senior
109069,Ana,Gonzalez,26,14354189,0.1,Desarrollador Senior
260519,Pablo,Urrego,38,16206678,0.1,Arquitecto
208626,Kelly,Gonzalez,25,46784161,0.1,Desarrollador Junior
207017,Manuela,Gomez,51,48586051,0.1,Arquitecto
256714,Kelly,Gutierrez,32,47867120,0.1,Desarrollador Junior
134519,Isabel,Gonzalez,25,39137801,0.1,Arquitecto
375265,Andres,Perez,39,19512475,0.1,Desarrollador Senior
408190,Pablo,Gonzalez,28,26497055,0.1,Arquitecto
152328,Ana,Gonzalez,43,48267948,0.1,Arquitecto
105762,Isabel,Gutierrez,31,42909621,0.1,Arquitecto
436507,Kelly,Perez,38,15526589,0.1,Desarrollador Senior
118136,Juan,Montoya,41,25921294,0.1,Arquitecto
151,Veronica,Gonzalez,55,7308091,0.1,Desarrollador Senior
98266,Manuela,Gomez,28,14417168,0.1,Desarrollador Junior
341203,Manuela,Gomez,28,26792536,0.1,Desarrollador Junior
476694,Manuela,Gutierrez,60,27790277,0.1,Desarrollador Junior
298364,Pablo,Urrego,35,39338341,0.1,Arquitecto
398200,Isabel,Gutierrez,37,3737182,0.1,Desarrollador Senior
55368,Pablo,Urrego,27,34146542,0.1,Desarrollador Junior
176222,Pablo,Gutierrez,33,27792481,0.1,Desarrollador Junior
435594,Isabel,Montoya,45,48105461,0.1,Desarrollador Junior
406802,Manuela,Perez,38,36762857,0.1,Desarrollador Senior
314396,Andres,Gonzalez,49,43803445,0.1,Arquitecto
117405,Mauricio,Montoya,36,21648122,0.1,Desarrollador Junior
194553,Pablo,Gonzalez,32,27552560,0.1,Desarrollador Senior
456614,Ana,Gonzalez,27,43000118,0.1,Desarrollador Junior
401329,Ana,Montoya,32,11469745,0.1,Desarrollador Senior
422484,Pablo,Perez,46,9351796,0.1,Desarrollador Junior
125645,Kelly,Montoya,22,46220180,0.1,Arquitecto
184549,Ana,Peralta,42,43882849,0.1,Desarrollador Senior
420357,Kelly,Gutierrez,32,4719535,0.1,Arquitecto
354413,Raul,Montoya,52,49633053,0.1,Desarrollador Senior
75508,Kelly,Gutierrez,43,41228569,0.1,Desarrollador Junior
381667,Pablo,Montoya,37,22321610,0.1,Desarrollador Senior
480848,Ana,Montoya,55,2581482,0.1,Desarrollador Senior
50775,Veronica,Montoya,59,37006333,0.1,Desarrollador Junior
469807,Pablo,Gomez,57,3950012,0.1,Arquitecto
256074,Isabel,Urrego,34,29909375,0.1,Arquitecto
30387,Raul,Gomez,60,4279476,0.1,Desarrollador Junior
51018,Manuela,Perez,47,4859927,0.1,Desarrollador Junior
10913,Juan,Gonzalez,48,35836371,0.1,Arquitecto
135528,Kelly,Urrego,26,17220262,0.1,Desarrollador Senior
46614,Ana,Gomez,55,4885249,0.1,Arquitecto
193383,Pablo,Peralta,49,34290915,0.1,Desarrollador Junior
418230,Veronica,Montoya,33,13529330,0.1,Desarrollador Senior
319809,Juan,Urrego,53,29376615,0.1,Arquitecto
52352,Manuela,Gonzalez,52,6962259,0.1,Arquitecto
304484,Manuela,Peralta,39,22786392,0.1,Desarrollador Senior
394488,Juan,Gomez,58,39830708,0.1,Arquitecto
9117,Manuela,Peralta,36,25501904,0.1,Desarrollador Senior
129316,Juan,Gonzalez,45,2358467,0.1,Desarrollador Junior
88618,Juan,Gomez,45,7792495,0.1,Desarrollador Senior
468865,Raul,Gomez,49,7540395,0.1,Desarrollador Junior
54016,Kelly,Perez,56,34902691,0.1,Desarrollador Senior
444446,Ana,Gonzalez,23,24199004,0.1,Arquitecto
60351,Ana,Gutierrez,45,3549891,0.1,Desarrollador Senior
388081,Pablo,Urrego,30,19763695,0.1,Desarrollador Junior
31075,Andres,Gomez,34,14172397,0.1,Desarrollador Junior
108471,Manuela,Gonzalez,51,21576348,0.1,Desarrollador Junior
26113,Raul,Perez,56,9843761,0.1,Desarrollador Senior
124111,Isabel,Gonzalez,27,7517087,0.1,Arquitecto
474809,Juan,Perez,44,45854184,0.1,Arquitecto
342830,Veronica,Montoya,23,48425091,0.1,Desarrollador Senior
366847,Ana,Gonzalez,35,3302010,0.1,Desarrollador Junior
45027,Pablo,Gutierrez,57,42210753,0.1,Desarrollador Senior
104765,Juan,Gonzalez,50,21005339,0.1,Arquitecto
350572,Andres,Perez,60,25548591,0.1,Arquitecto
291794,Manuela,Urrego,24,10410867,0.1,Arquitecto
345392,Juan,Peralta,54,43237997,0.1,Desarrollador Junior
75581,Manuela,Gomez,48,27275902,0.1,Desarrollador Junior
223198,Pablo,Gonzalez,39,33941139,0.1,Desarrollador Senior
64070,Kelly,Peralta,30,12780968,0.1,Desarrollador Junior
335764,Manuela,Gutierrez,47,43172304,0.1,Desarrollador Junior
193854,Isabel,Urrego,46,25568304,0.1,Desarrollador Junior
83930,Juan,Perez,43,13606298,0.1,Desarrollador Junior
226310,Pablo,Gomez,51,28740427,0.1,Arquitecto
107354,Mauricio,Urrego,45,28828178,0.1,Arquitecto
240786,Mauricio,Urrego,52,10256603,0.1,Desarrollador Junior
375011,Veronica,Gonzalez,27,17291368,0.1,Desarrollador Senior
337928,Ana,Montoya,46,37855185,0.1,Desarrollador Senior
225527,Kelly,Gonzalez,44,14286714,0.1,Desarrollador Senior
475176,Ana,Peralta,33,46355511,0.1,Desarrollador Senior
83981,Raul,Perez,36,18706286,0.1,Arquitecto
245272,Pablo,Urrego,56,28653923,0.1,Arquitecto
194027,Manuela,Perez,45,8555855,0.1,Desarrollador Senior
365074,Raul,Perez,49,20277294,0.1,Desarrollador Senior
392760,Juan,Peralta,48,19704804,0.1,Desarrollador Senior
473987,Kelly,Gutierrez,22,48504622,0.1,Desarrollador Senior
384759,Kelly,Gutierrez,31,39583160,0.1,Arquitecto
485072,Pablo,Gomez,60,36486931,0.1,Desarrollador Senior
148045,Juan,Perez,39,40088005,0.1,Desarrollador Senior
453937,Ana,Urrego,40,14995998,0.1,Arquitecto
72993,Raul,Gomez,39,35820721,0.1,Arquitecto
152429,Ana,Perez,38,40159098,0.1,Arquitecto
238283,Juan,Gutierrez,29,23549150,0.1,Desarrollador Junior
60843,Veronica,Urrego,53,30815073,0.1,Desarrollador Junior
82066,Mauricio,Gonzalez,54,32897965,0.1,Desarrollador Senior
362797,Pablo,Gonzalez,48,6682073,0.1,Arquitecto
305341,Kelly,Peralta,36,25868178,0.1,Desarrollador Senior
335031,Raul,Gonzalez,38,46642057,0.1,Desarrollador Junior
168752,Ana,Gomez,53,15170818,0.1,Arquitecto
272251,Raul,Urrego,43,49011350,0.1,Desarrollador Senior
340440,Pablo,Peralta,57,35561745,0.1,Desarrollador Senior
82162,Isabel,Gonzalez,32,9997225,0.1,Desarrollador Senior
36108,Kelly,Perez,37,13689360,0.1,Desarrollador Junior
329536,Pablo,Peralta,35,36486126,0.1,Desarrollador Junior
24586,Pablo,Urrego,60,11770378,0.1,Desarrollador Senior
293031,Mauricio,Gomez,53,48360556,0.1,Desarrollador Senior
451664,Veronica,Gomez,52,44907329,0.1,Arquitecto
325835,Manuela,Gutierrez,23,20932801,0.1,Desarrollador Junior
193608,Ana,Peralta,33,3874470,0.1,Desarrollador Senior
264063,Raul,Gutierrez,31,48886731,0.1,Arquitecto
147908,Kelly,Gomez,55,2777695,0.1,Desarrollador Senior
126844,Ana,Urrego,48,29605181,0.1,Desarrollador Junior
202005,Pablo,Gutierrez,33,7134209,0.1,Arquitecto
255127,Juan,Gutierrez,38,40573419,0.1,Desarrollador Junior
32745,Andres,Perez,57,12720221,0.1,Desarrollador Senior
479454,Ana,Perez,60,35528216,0.1,Desarrollador Senior
177861,Pablo,Montoya,41,8552485,0.1,Desarrollador Senior
388456,Juan,Perez,38,40328002,0.1,Desarrollador Junior
192561,Mauricio,Peralta,28,24567312,0.1,Desarrollador Senior
466258,Pablo,Perez,29,44470060,0.1,Desarrollador Junior
283995,Pablo,Montoya,24,11069760,0.1,Desarrollador Junior
112338,Mauricio,Gonzalez,52,6995122,0.1,Desarrollador Senior
423055,Andres,Gutierrez,49,33184975,0.1,Arquitecto
216432,Raul,Montoya,34,26556031,0.1,Arquitecto
451097,Mauricio,Peralta,25,30727322,0.1,Desarrollador Junior
411796,Ana,Perez,46,35887901,0.1,Arquitecto
261706,Isabel,Urrego,28,7558661,0.1,Arquitecto
295100,Manuela,Urrego,34,21437168,0.1,Desarrollador Junior
255047,Kelly,Urrego,35,6917477,0.1,Desarrollador Senior
381254,Andres,Peralta,27,31923936,0.1,Desarrollador Junior
478416,Andres,Perez,54,24399418,0.1,Desarrollador Senior
341240,Andres,Urrego,59,9396316,0.1,Desarrollador Senior
131595,Juan,Gomez,30,7730216,0.1,Arquitecto
165537,Manuela,Gutierrez,57,49424128,0.1,Desarrollador Senior
467940,Ana,Perez,27,5319067,0.1,Arquitecto
497832,Juan,Montoya,55,24051396,0.1,Desarrollador Junior
76745,Manuela,Perez,60,27054005,0.1,Arquitecto
96880,Andres,Montoya,44,26110855,0.1,Arquitecto
432860,Mauricio,Peralta,36,14869945,0.1,Arquitecto
452038,Raul,Gutierrez,57,23045234,0.1,Arquitecto
228816,Manuela,Gonzalez,26,7084206,0.1,Desarrollador Junior
372869,Manuela,Urrego,60,30235007,0.1,Desarrollador Junior
497568,Ana,Gutierrez,49,23746365,0.1,Desarrollador Senior
174617,Pablo,Gomez,31,49259498,0.1,Desarrollador Junior
437591,Pablo,Gomez,35,2104220,0.1,Desarrollador Junior
12546,Andres,Urrego,38,33481647,0.1,Desarrollador Senior
432460,Kelly,Gomez,56,21396302,0.1,Arquitecto
433792,Andres,Perez,46,25060790,0.1,Arquitecto
385786,Ana,Peralta,33,16895510,0.1,Desarrollador Senior
5749,Juan,Perez,57,3868389,0.1,Desarrollador Junior
136981,Mauricio,Montoya,23,28843725,0.1,Desarrollador Senior
208877,Mauricio,Montoya,51,26960987,0.1,Desarrollador Senior
165631,Isabel,Urrego,53,20724949,0.1,Arquitecto
411887,Manuela,Gonzalez,55,41451304,0.1,Arquitecto
138667,Veronica,Peralta,46,10382268,0.1,Arquitecto
93319,Raul,Gutierrez,51,8632566,0.1,Desarrollador Senior
383203,Andres,Peralta,57,35088746,0.1,Arquitecto
34919,Kelly,Perez,29,41950804,0.1,Arquitecto
404279,Pablo,Peralta,52,11302006,0.1,Desarrollador Junior
225421,Pablo,Perez,33,44575523,0.1,Arquitecto
